author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground;residential_complex
Каскад;real_estate_agent;https://www.cian.ru/rent/flat/301956033/;Москва;rent;flat;7;16;3;66.0;70000;0;Теплый Стан; Академика Варги;18;Тропарёво;
Галина Тимофеева;realtor;https://www.cian.ru/rent/flat/301681444/;Москва;rent;flat;4;25;3;58.0;70000;0;Люблино;Люблинская ;76к2;Перерва;
Пилигрим;real_estate_agent;https://www.cian.ru/rent/flat/302484661/;Москва;rent;flat;11;17;3;86.7;75000;0;Бирюлево Восточное;6-я Радиальная ;5к3;Царицыно;
МГН-495;real_estate_agent;https://www.cian.ru/rent/flat/298725471/;Москва;rent;flat;2;12;3;74.0;70000;0;Южное Бутово;Скобелевская ;1;Улица Скобелевская;
Адресъ-недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/300102637/;Москва;rent;flat;7;12;3;64.0;70000;0;Теплый Стан; Теплый Стан;5К1;Тёплый Стан;
Станислав Камов;realtor;https://www.cian.ru/rent/flat/302504452/;Москва;rent;flat;4;9;3;50.0;55000;0;Гольяново;Байкальская ;48К2;Щёлковская;
Stanislav Abramov;realtor;https://www.cian.ru/rent/flat/301885692/;Москва;rent;flat;7;22;3;65.0;70000;0;Можайский;Беловежская ;39К5;Сетунь;
МАКСИМУМ;real_estate_agent;https://www.cian.ru/rent/flat/302469036/;Москва;rent;flat;9;14;3;65.0;68000;0;Царицыно;Кантемировская ;3К6;Москворечье;
Дана Левина;realtor;https://www.cian.ru/rent/flat/287862960/;Москва;rent;flat;10;19;3;74.0;65000;0;Некрасовка; Недорубова;10;Некрасовка;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302504651/;Москва;rent;flat;3;9;3;65.0;62000;0;Алтуфьевский;Путевой проезд;26;Бескудниково;
Анастасия Ташлыкова;realtor;https://www.cian.ru/rent/flat/292977657/;Москва;rent;flat;7;12;3;66.9;66000;0;Выхино-Жулебино;Рязанский проспект;72к1;Выхино;
Алексей Журавлев;realtor;https://www.cian.ru/rent/flat/301928477/;Москва;rent;flat;3;5;3;67.9;75000;0;Измайлово;5-я Парковая ;46А;Первомайская;
PORTAL ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/301785235/;Москва;rent;flat;15;17;3;120.0;55000;0;;проспект Октябрьский;3б;Коммунарка;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302229680/;Москва;rent;flat;2;5;3;100.0;70000;0;Куркино;Соколово-Мещерская ;6/19;Молжаниново;
Татьяна Малова;realtor;https://www.cian.ru/rent/flat/300436611/;Москва;rent;flat;15;16;3;86.5;75000;0;; Александры Монаховой;43к2;Бунинская аллея;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302349211/;Москва;rent;flat;4;9;3;64.0;60000;0;Ярославский;Федоскинская ;6;Медведково;
Оксана Горбунцова;realtor;https://www.cian.ru/rent/flat/301832457/;Москва;rent;flat;3;9;3;58.2;68000;0;Зябликово;Шипиловская ;50К2;Шипиловская;
ОХОТНЫЙ РЯД офис Тверская;real_estate_agent;https://www.cian.ru/rent/flat/302280626/;Москва;rent;flat;7;9;3;52.0;65000;0;Лосиноостровский;Стартовая ;19К2;Медведково;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/rent/flat/302463656/;Москва;rent;flat;6;9;3;63.0;65000;0;Капотня;4-й кв-л;1;Люблино;
Анастасия Уварова;realtor;https://www.cian.ru/rent/flat/301754967/;Москва;rent;flat;11;17;3;85.0;63000;0;; Никитина;12;Рассказовка;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/299235326/;Москва;rent;flat;9;14;3;65.0;64000;0;Митино; Барышиха;46;Пятницкое шоссе;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302506403/;Москва;rent;flat;5;9;3;65.0;73000;0;Северное Тушино;Туристская ;24К1;Планерная;
Валерий Медведев;realtor;https://www.cian.ru/rent/flat/158005536/;Москва;rent;flat;7;17;3;78.0;75000;0;Алтуфьевский;Алтуфьевское шоссе;62В;Бибирево;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302434066/;Москва;rent;flat;2;9;3;56.0;75000;0;Преображенское;Большая Черкизовская ;32К1;Черкизовская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302311599/;Москва;rent;flat;10;12;3;85.0;65000;0;Косино-Ухтомский; Дмитриевского;11;Лухмановская;
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302081574/;Москва;rent;flat;4;9;3;65.0;60000;0;Ярославский;Федоскинская ;6;Медведково;
Вероника Думанова;realtor;https://www.cian.ru/rent/flat/300115938/;Москва;rent;flat;2;14;3;76.0;55000;0;; Аэростатная;14к3;Крёкшино;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/300993163/;Москва;rent;flat;3;9;3;59.0;62000;0;Алтуфьевский;Путевой проезд;26;Бескудниково;
BARSANDKEY;real_estate_agent;https://www.cian.ru/rent/flat/302278936/;Москва;rent;flat;8;12;3;64.0;75000;0;Орехово-Борисово Южное;Ясеневая ;34;Красногвардейская;
